"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
12,30,"MT","Montana",614,1104,42996,2020
12,38,"ND","North Dakota",514,1024,24588,2020
12,46,"SD","South Dakota",459,822,26913,2020
12,56,"WY","Wyoming",403,749,47028,2020
13,96,"GA","GA Total Migration-US and Foreign",123358,239864,8453959,2020
13,97,"GA","GA Total Migration-US",121665,236144,8356900,2020
13,98,"GA","GA Total Migration-Foreign",1693,3720,97059,2020
13,97,"GA","GA Total Migration-Same State",237575,474594,13644294,2020
13,13,"GA","GA Non-migrants",3402716,7484900,267672692,2020
13,12,"FL","Florida",22274,43264,1897416,2020
13,48,"TX","Texas",9341,18971,605686,2020
13,37,"NC","North Carolina",8704,16622,604541,2020
13,45,"SC","South Carolina",8460,16801,640804,2020
13,1,"AL","Alabama",8322,17282,488504,2020
13,47,"TN","Tennessee",7807,15028,515221,2020
13,6,"CA","California",6238,10794,430386,2020
13,51,"VA","Virginia",4390,8793,283842,2020
13,36,"NY","New York",4150,7063,232708,2020
13,8,"CO","Colorado",2795,5331,204911,2020
13,39,"OH","Ohio",2692,5225,149818,2020
13,17,"IL","Illinois",2581,4615,172677,2020
13,42,"PA","Pennsylvania",2446,4644,143448,2020
13,24,"MD","Maryland",2352,4399,138806,2020
13,53,"WA","Washington",2304,4404,167926,2020
13,26,"MI","Michigan",1992,4011,103431,2020
13,4,"AZ","Arizona",1837,3469,134409,2020
13,57,"FR","Foreign",1693,3720,97059,2020
13,22,"LA","Louisiana",1621,3213,79565,2020
13,34,"NJ","New Jersey",1606,2898,105225,2020
13,21,"KY","Kentucky",1514,3203,82473,2020
13,18,"IN","Indiana",1492,2969,77639,2020
13,29,"MO","Missouri",1437,2866,90034,2020
13,28,"MS","Mississippi",1396,2803,69189,2020
13,25,"MA","Massachusetts",1290,2128,99009,2020
13,32,"NV","Nevada",946,1855,51121,2020
13,20,"KS","Kansas",864,2087,55855,2020
13,27,"MN","Minnesota",830,1600,67052,2020
13,55,"WI","Wisconsin",823,1652,53799,2020
13,40,"OK","Oklahoma",802,1728,40287,2020
13,5,"AR","Arkansas",787,1677,46547,2020
13,9,"CT","Connecticut",727,1303,47273,2020
13,15,"HI","Hawaii",709,1568,48965,2020
13,41,"OR","Oregon",701,1195,51486,2020
13,49,"UT","Utah",590,1376,44854,2020
13,11,"DC","District Of Columbia",557,751,42245,2020
13,19,"IA","Iowa",474,947,28008,2020
13,35,"NM","New Mexico",466,895,34925,2020
13,2,"AK","Alaska",428,940,22340,2020
13,54,"WV","West Virginia",364,711,17451,2020
13,31,"NE","Nebraska",351,708,22381,2020
13,10,"DE","Delaware",295,569,16441,2020
13,23,"ME","Maine",286,608,23574,2020
13,16,"ID","Idaho",275,573,21759,2020
13,33,"NH","New Hampshire",261,508,19739,2020
13,30,"MT","Montana",249,449,21076,2020
13,44,"RI","Rhode Island",199,369,13863,2020
13,38,"ND","North Dakota",197,428,9454,2020
13,46,"SD","South Dakota",181,370,15309,2020
13,56,"WY","Wyoming",143,281,15253,2020
13,50,"VT","Vermont",119,200,8175,2020
15,96,"HI","HI Total Migration-US and Foreign",29094,61162,1879034,2020
15,97,"HI","HI Total Migration-US",28126,58775,1807565,2020
15,98,"HI","HI Total Migration-Foreign",968,2387,71468,2020
15,97,"HI","HI Total Migration-Same State",3094,5369,173157,2020
15,15,"HI","HI Non-migrants",560646,1127908,41730613,2020
15,6,"CA","California",5065,9189,310932,2020
15,53,"WA","Washington",2421,4839,152961,2020
15,48,"TX","Texas",2392,5551,188237,2020
15,32,"NV","Nevada",1734,3542,109042,2020
15,12,"FL","Florida",1541,3225,123228,2020
15,51,"VA","Virginia",1255,3245,97725,2020
15,4,"AZ","Arizona",1114,2189,70036,2020
15,8,"CO","Colorado",1111,2299,75917,2020
15,41,"OR","Oregon",1051,1795,59424,2020
15,57,"FR","Foreign",968,2387,71468,2020
15,37,"NC","North Carolina",845,2065,50999,2020
15,13,"GA","Georgia",778,1908,46015,2020
15,49,"UT","Utah",627,1467,36560,2020
15,36,"NY","New York",617,1150,30896,2020
15,24,"MD","Maryland",606,1430,45871,2020
15,47,"TN","Tennessee",402,947,25636,2020
15,17,"IL","Illinois",395,800,25532,2020
15,45,"SC","South Carolina",395,913,24462,2020
15,39,"OH","Ohio",387,793,20020,2020
15,29,"MO","Missouri",338,774,18998,2020
15,42,"PA","Pennsylvania",316,624,17944,2020
15,40,"OK","Oklahoma",299,742,14957,2020
15,2,"AK","Alaska",283,568,15700,2020
15,26,"MI","Michigan",265,469,17659,2020
15,16,"ID","Idaho",264,562,16006,2020
15,34,"NJ","New Jersey",258,469,13994,2020
15,25,"MA","Massachusetts",256,433,14418,2020
15,1,"AL","Alabama",249,577,17444,2020
15,20,"KS","Kansas",244,640,14162,2020
15,21,"KY","Kentucky",237,641,13557,2020
15,27,"MN","Minnesota",219,403,13362,2020
15,18,"IN","Indiana",208,406,9941,2020
15,22,"LA","Louisiana",191,415,10355,2020
15,35,"NM","New Mexico",191,391,11944,2020
15,55,"WI","Wisconsin",183,331,10556,2020
15,9,"CT","Connecticut",164,363,9351,2020
15,19,"IA","Iowa",146,296,6483,2020
15,5,"AR","Arkansas",137,340,5683,2020
15,30,"MT","Montana",124,251,7788,2020
15,31,"NE","Nebraska",108,280,7593,2020
15,33,"NH","New Hampshire",101,180,6376,2020
15,28,"MS","Mississippi",86,217,5292,2020
15,11,"DC","District Of Columbia",85,137,7870,2020
15,23,"ME","Maine",75,136,4255,2020
15,44,"RI","Rhode Island",72,174,6269,2020
15,38,"ND","North Dakota",62,120,2649,2020
15,56,"WY","Wyoming",59,133,4887,2020
15,46,"SD","South Dakota",48,97,2554,2020
15,10,"DE","Delaware",48,96,2793,2020
15,54,"WV","West Virginia",43,106,2004,2020
15,50,"VT","Vermont",31,57,1227,2020
16,96,"ID","ID Total Migration-US and Foreign",25232,51021,1368063,2020
16,97,"ID","ID Total Migration-US",24973,50377,1355955,2020
16,98,"ID","ID Total Migration-Foreign",259,644,12108,2020
16,97,"ID","ID Total Migration-Same State",23869,51218,1184959,2020
16,16,"ID","ID Non-migrants",607251,1434583,45153796,2020
16,53,"WA","Washington",4643,8522,237233,2020
16,49,"UT","Utah",2880,6807,135129,2020
16,6,"CA","California",2464,4490,143972,2020
16,41,"OR","Oregon",2230,4093,100732,2020
16,4,"AZ","Arizona",1565,3155,98735,2020
16,48,"TX","Texas",1318,3019,73629,2020
16,30,"MT","Montana",978,1894,52208,2020
16,32,"NV","Nevada",934,1815,52216,2020
16,8,"CO","Colorado",874,1580,50261,2020
16,12,"FL","Florida",701,1469,48332,2020
16,56,"WY","Wyoming",408,911,43685,2020
16,37,"NC","North Carolina",346,750,21844,2020
16,51,"VA","Virginia",337,774,19688,2020
16,29,"MO","Missouri",293,735,13110,2020
16,2,"AK","Alaska",278,574,13517,2020
16,47,"TN","Tennessee",265,596,17669,2020
16,57,"FR","Foreign",259,644,12108,2020
16,26,"MI","Michigan",247,456,11571,2020
16,39,"OH","Ohio",237,508,12749,2020
16,35,"NM","New Mexico",232,528,15519,2020
16,13,"GA","Georgia",230,548,10547,2020
16,40,"OK","Oklahoma",219,521,9462,2020
16,38,"ND","North Dakota",209,438,11270,2020
16,27,"MN","Minnesota",209,417,11441,2020
16,17,"IL","Illinois",205,435,10299,2020
16,42,"PA","Pennsylvania",202,389,9986,2020
16,36,"NY","New York",200,356,10183,2020
16,55,"WI","Wisconsin",195,377,10382,2020
16,15,"HI","Hawaii",176,345,9017,2020
16,20,"KS","Kansas",159,359,8114,2020
16,45,"SC","South Carolina",154,325,9260,2020
16,18,"IN","Indiana",154,327,7608,2020
16,5,"AR","Arkansas",135,350,6434,2020
16,31,"NE","Nebraska",134,296,7080,2020
16,46,"SD","South Dakota",123,212,7533,2020
16,1,"AL","Alabama",118,242,6724,2020
16,19,"IA","Iowa",117,241,5719,2020
16,24,"MD","Maryland",116,232,6152,2020
16,21,"KY","Kentucky",101,223,4199,2020
16,25,"MA","Massachusetts",92,155,6579,2020
16,22,"LA","Louisiana",88,149,4099,2020
16,28,"MS","Mississippi",70,130,3403,2020
16,34,"NJ","New Jersey",67,128,4127,2020
16,23,"ME","Maine",52,88,2964,2020
16,9,"CT","Connecticut",52,102,2449,2020
16,33,"NH","New Hampshire",40,68,2670,2020
16,54,"WV","West Virginia",39,104,2150,2020
16,50,"VT","Vermont",33,64,1629,2020
16,10,"DE","Delaware",22,41,896,2020
16,11,"DC","District Of Columbia",20,24,1399,2020
16,44,"RI","Rhode Island",12,15,380,2020
17,96,"IL","IL Total Migration-US and Foreign",152379,274123,16092056,2020
17,97,"IL","IL Total Migration-US",151628,272632,16052957,2020
17,98,"IL","IL Total Migration-Foreign",751,1491,39098,2020
17,97,"IL","IL Total Migration-Same State",150427,277994,10108332,2020
17,17,"IL","IL Non-migrants",4780625,10140328,433797636,2020
17,12,"FL","Florida",15511,28528,3068843,2020
17,18,"IN","Indiana",13684,27147,936289,2020
17,48,"TX","Texas",11477,22793,1218734,2020
17,55,"WI","Wisconsin",11252,19445,943367,2020
17,6,"CA","California",11131,17548,1134917,2020
17,29,"MO","Missouri",9182,16042,583752,2020
17,4,"AZ","Arizona",6810,12501,757088,2020
17,26,"MI","Michigan",5938,10344,774993,2020
17,47,"TN","Tennessee",5492,10889,540957,2020
17,8,"CO","Colorado",5207,8231,590084,2020
17,19,"IA","Iowa",5153,9384,287769,2020
17,13,"GA","Georgia",4163,8140,356585,2020
17,39,"OH","Ohio",3843,7003,374220,2020
17,37,"NC","North Carolina",3831,7325,408064,2020
17,36,"NY","New York",3814,5295,470568,2020
17,53,"WA","Washington",3004,4872,286572,2020
17,27,"MN","Minnesota",2609,4469,204246,2020
17,51,"VA","Virginia",2581,4565,226376,2020
17,21,"KY","Kentucky",2256,4375,149251,2020
17,42,"PA","Pennsylvania",2185,3657,266277,2020
17,32,"NV","Nevada",2057,3657,192486,2020
17,45,"SC","South Carolina",1973,3868,269509,2020
17,25,"MA","Massachusetts",1936,2952,246425,2020
17,34,"NJ","New Jersey",1468,2405,165542,2020
17,1,"AL","Alabama",1331,2694,99006,2020
17,24,"MD","Maryland",1288,2206,118086,2020
17,5,"AR","Arkansas",1201,2370,83955,2020
17,41,"OR","Oregon",1164,1747,92273,2020
17,20,"KS","Kansas",1031,1869,78039,2020
17,40,"OK","Oklahoma",848,1677,54597,2020
17,28,"MS","Mississippi",780,1562,42017,2020
17,49,"UT","Utah",779,1531,147493,2020
17,57,"FR","Foreign",751,1491,39098,2020
17,22,"LA","Louisiana",736,1359,45305,2020
17,9,"CT","Connecticut",652,1068,65361,2020
17,35,"NM","New Mexico",643,1102,286054,2020
17,31,"NE","Nebraska",637,1132,44364,2020
17,11,"DC","District Of Columbia",623,764,59834,2020
17,15,"HI","Hawaii",464,810,35643,2020
17,16,"ID","Idaho",400,862,41166,2020
17,30,"MT","Montana",349,630,95577,2020
17,46,"SD","South Dakota",306,583,25761,2020
17,33,"NH","New Hampshire",248,403,28607,2020
17,23,"ME","Maine",238,388,31462,2020
17,56,"WY","Wyoming",223,407,36972,2020
17,2,"AK","Alaska",214,371,11983,2020
17,38,"ND","North Dakota",211,380,12409,2020
17,54,"WV","West Virginia",197,415,11887,2020
17,44,"RI","Rhode Island",179,285,20284,2020
17,50,"VT","Vermont",170,276,15592,2020
17,10,"DE","Delaware",159,306,16315,2020
18,96,"IN","IN Total Migration-US and Foreign",65636,120337,4342115,2020
18,97,"IN","IN Total Migration-US",65328,119765,4327933,2020
18,98,"IN","IN Total Migration-Foreign",308,572,14182,2020
18,97,"IN","IN Total Migration-Same State",107755,203435,5733215,2020
18,18,"IN","IN Non-migrants",2445035,5321581,175951217,2020
18,17,"IL","Illinois",8445,15178,464130,2020
18,12,"FL","Florida",7727,14374,800929,2020
18,21,"KY","Kentucky",5042,9190,234771,2020
18,39,"OH","Ohio",4941,8989,290704,2020
18,26,"MI","Michigan",4834,9234,297739,2020
18,48,"TX","Texas",4158,8125,260258,2020
18,6,"CA","California",2893,4641,176548,2020
18,47,"TN","Tennessee",2501,4645,156394,2020
18,4,"AZ","Arizona",1938,3608,134567,2020
18,37,"NC","North Carolina",1881,3564,149004,2020
18,13,"GA","Georgia",1839,3611,100585,2020
18,8,"CO","Colorado",1637,2636,121676,2020
18,29,"MO","Missouri",1219,2271,72641,2020
18,51,"VA","Virginia",1193,2201,78234,2020
18,55,"WI","Wisconsin",1122,2036,69992,2020
18,45,"SC","South Carolina",1098,2141,108926,2020
18,36,"NY","New York",1075,1747,62903,2020
18,53,"WA","Washington",1071,1775,72345,2020
18,42,"PA","Pennsylvania",1005,1814,65023,2020
18,1,"AL","Alabama",790,1658,47280,2020
18,27,"MN","Minnesota",695,1265,41748,2020
18,32,"NV","Nevada",636,1141,36881,2020
18,24,"MD","Maryland",601,1062,37301,2020
18,25,"MA","Massachusetts",539,824,59539,2020
18,19,"IA","Iowa",530,1019,26693,2020
18,41,"OR","Oregon",488,742,26430,2020
18,34,"NJ","New Jersey",466,761,32529,2020
18,40,"OK","Oklahoma",450,919,23564,2020
18,20,"KS","Kansas",449,908,24895,2020
18,5,"AR","Arkansas",439,917,26016,2020
18,49,"UT","Utah",389,829,27822,2020
18,28,"MS","Mississippi",388,808,20180,2020
18,22,"LA","Louisiana",355,670,18401,2020
18,57,"FR","Foreign",308,572,14182,2020
18,35,"NM","New Mexico",265,442,14310,2020
18,31,"NE","Nebraska",224,441,14407,2020
18,54,"WV","West Virginia",223,408,10942,2020
18,15,"HI","Hawaii",195,339,11055,2020
18,16,"ID","Idaho",184,407,15321,2020
18,9,"CT","Connecticut",183,301,15091,2020
18,11,"DC","District Of Columbia",179,215,10041,2020
18,30,"MT","Montana",162,291,13103,2020
18,46,"SD","South Dakota",143,296,10788,2020
18,23,"ME","Maine",112,208,7420,2020
18,2,"AK","Alaska",112,191,6027,2020
18,56,"WY","Wyoming",107,217,6966,2020
18,38,"ND","North Dakota",98,167,3724,2020
18,10,"DE","Delaware",96,172,7267,2020
18,33,"NH","New Hampshire",95,156,7092,2020
18,44,"RI","Rhode Island",72,135,6009,2020
18,50,"VT","Vermont",44,76,1724,2020
19,96,"IA","IA Total Migration-US and Foreign",34836,63565,2169313,2020
19,97,"IA","IA Total Migration-US",34708,63294,2162560,2020
19,98,"IA","IA Total Migration-Foreign",128,271,6753,2020
19,97,"IA","IA Total Migration-Same State",45844,83218,2479148,2020
19,19,"IA","IA Non-migrants",1155883,2532880,88597172,2020
19,17,"IL","Illinois",4427,7835,215082,2020
19,31,"NE","Nebraska",3164,5716,162031,2020
19,27,"MN","Minnesota",2549,4356,155220,2020
19,48,"TX","Texas",2375,4557,150905,2020
19,12,"FL","Florida",1940,3628,227045,2020
19,29,"MO","Missouri",1917,3589,110594,2020
19,55,"WI","Wisconsin",1647,2922,104919,2020
19,4,"AZ","Arizona",1526,2684,110965,2020
19,8,"CO","Colorado",1475,2367,95746,2020
19,6,"CA","California",1356,2245,78491,2020
19,46,"SD","South Dakota",1172,2168,78956,2020
19,20,"KS","Kansas",768,1439,48758,2020
19,37,"NC","North Carolina",724,1450,51039,2020
19,18,"IN","Indiana",640,1309,36863,2020
19,53,"WA","Washington",632,1122,37765,2020
19,39,"OH","Ohio",595,1115,32249,2020
19,26,"MI","Michigan",591,1145,34440,2020
19,13,"GA","Georgia",571,1134,35982,2020
19,47,"TN","Tennessee",540,1030,35823,2020
19,51,"VA","Virginia",448,776,28905,2020
19,36,"NY","New York",430,705,22334,2020
19,40,"OK","Oklahoma",388,803,20309,2020
19,41,"OR","Oregon",384,629,20351,2020
19,5,"AR","Arkansas",379,756,21925,2020
19,42,"PA","Pennsylvania",369,645,19375,2020
19,45,"SC","South Carolina",301,606,21329,2020
19,21,"KY","Kentucky",299,578,16859,2020
19,32,"NV","Nevada",289,551,19399,2020
19,49,"UT","Utah",243,541,15721,2020
19,1,"AL","Alabama",235,508,15230,2020
19,25,"MA","Massachusetts",212,325,13422,2020
19,24,"MD","Maryland",200,347,12334,2020
19,38,"ND","North Dakota",194,368,11182,2020
19,35,"NM","New Mexico",178,328,11362,2020
19,16,"ID","Idaho",166,407,11514,2020
19,30,"MT","Montana",165,344,8480,2020
19,22,"LA","Louisiana",165,321,7770,2020
19,34,"NJ","New Jersey",154,242,7049,2020
19,28,"MS","Mississippi",153,348,6533,2020
19,56,"WY","Wyoming",139,269,8432,2020
19,57,"FR","Foreign",128,271,6753,2020
19,15,"HI","Hawaii",105,198,6666,2020
19,9,"CT","Connecticut",94,160,5810,2020
19,2,"AK","Alaska",71,133,4853,2020
19,54,"WV","West Virginia",62,129,4417,2020
19,23,"ME","Maine",62,116,3374,2020
19,11,"DC","District Of Columbia",62,81,5063,2020
19,33,"NH","New Hampshire",49,100,3936,2020
19,10,"DE","Delaware",42,78,2106,2020
19,50,"VT","Vermont",31,49,1441,2020
19,44,"RI","Rhode Island",30,42,2207,2020
20,96,"KS","KS Total Migration-US and Foreign",42835,83695,2731390,2020
20,97,"KS","KS Total Migration-US",42359,82497,2705546,2020
20,98,"KS","KS Total Migration-Foreign",476,1198,25844,2020
20,97,"KS","KS Total Migration-Same State",35841,68362,1754293,2020
20,20,"KS","KS Non-migrants",1034025,2295631,83318093,2020
20,29,"MO","Missouri",11796,20665,681176,2020
20,48,"TX","Texas",4606,9641,304463,2020
20,40,"OK","Oklahoma",2719,5609,139246,2020
20,8,"CO","Colorado",2373,4292,144619,2020
20,12,"FL","Florida",2140,4140,194818,2020
20,6,"CA","California",1817,3286,109411,2020
20,31,"NE","Nebraska",1175,2253,64936,2020
20,4,"AZ","Arizona",1108,2128,93375,2020
20,13,"GA","Georgia",999,2272,62205,2020
20,17,"IL","Illinois",884,1662,65381,2020
20,53,"WA","Washington",875,1839,59635,2020
20,37,"NC","North Carolina",864,1904,64015,2020
20,5,"AR","Arkansas",781,1555,47538,2020
20,19,"IA","Iowa",688,1364,47328,2020
20,51,"VA","Virginia",685,1552,46427,2020
20,47,"TN","Tennessee",585,1257,40540,2020
20,39,"OH","Ohio",495,999,28105,2020
20,36,"NY","New York",485,890,38749,2020
20,57,"FR","Foreign",476,1198,25844,2020
20,18,"IN","Indiana",449,970,24910,2020
20,27,"MN","Minnesota",443,869,30848,2020
20,42,"PA","Pennsylvania",422,838,28267,2020
20,26,"MI","Michigan",422,877,27936,2020
20,1,"AL","Alabama",384,907,23870,2020
20,35,"NM","New Mexico",368,706,21055,2020
20,45,"SC","South Carolina",358,787,26089,2020
20,41,"OR","Oregon",358,641,21806,2020
20,55,"WI","Wisconsin",340,632,19427,2020
20,32,"NV","Nevada",332,570,16166,2020
20,21,"KY","Kentucky",325,847,19199,2020
20,49,"UT","Utah",298,705,19290,2020
20,24,"MD","Maryland",283,585,18832,2020
20,22,"LA","Louisiana",248,479,11657,2020
20,15,"HI","Hawaii",221,550,15322,2020
20,46,"SD","South Dakota",215,407,14813,2020
20,25,"MA","Massachusetts",205,358,14857,2020
20,34,"NJ","New Jersey",200,358,16139,2020
20,28,"MS","Mississippi",198,444,9325,2020
20,16,"ID","Idaho",187,486,12057,2020
20,30,"MT","Montana",158,313,8850,2020
20,2,"AK","Alaska",156,430,9232,2020
20,56,"WY","Wyoming",149,318,7467,2020
20,38,"ND","North Dakota",109,226,7224,2020
20,9,"CT","Connecticut",103,211,9263,2020
20,23,"ME","Maine",91,197,7235,2020
20,54,"WV","West Virginia",60,123,2759,2020
20,11,"DC","District Of Columbia",56,87,4532,2020
20,10,"DE","Delaware",41,69,4829,2020
20,33,"NH","New Hampshire",40,72,2774,2020
20,44,"RI","Rhode Island",38,78,15571,2020
20,50,"VT","Vermont",27,49,1979,2020
21,96,"KY","KY Total Migration-US and Foreign",45120,86740,3004550,2020
21,97,"KY","KY Total Migration-US",44767,85891,2986767,2020
21,98,"KY","KY Total Migration-Foreign",353,849,17783,2020
21,97,"KY","KY Total Migration-Same State",66192,131087,3153754,2020
21,21,"KY","KY Non-migrants",1486701,3257285,101584766,2020
21,39,"OH","Ohio",6335,11133,319834,2020
21,18,"IN","Indiana",5741,10764,278577,2020
21,47,"TN","Tennessee",5237,10425,258113,2020
21,12,"FL","Florida",4984,9335,749342,2020
21,48,"TX","Texas",2301,4679,151630,2020
21,13,"GA","Georgia",1534,3165,89826,2020
21,17,"IL","Illinois",1489,2670,73293,2020
21,37,"NC","North Carolina",1481,2884,93934,2020
21,6,"CA","California",1305,2240,83203,2020
21,51,"VA","Virginia",1122,2259,66976,2020
21,26,"MI","Michigan",1048,2077,58067,2020
21,45,"SC","South Carolina",992,2075,83097,2020
21,1,"AL","Alabama",912,1964,55160,2020
21,8,"CO","Colorado",841,1546,50469,2020
21,29,"MO","Missouri",757,1580,41540,2020
21,54,"WV","West Virginia",721,1491,33760,2020
21,36,"NY","New York",706,1261,41632,2020
21,42,"PA","Pennsylvania",670,1283,49655,2020
21,4,"AZ","Arizona",627,1238,59965,2020
21,53,"WA","Washington",553,1090,30585,2020
21,24,"MD","Maryland",390,727,24957,2020
21,57,"FR","Foreign",353,849,17783,2020
21,55,"WI","Wisconsin",334,622,20790,2020
21,40,"OK","Oklahoma",316,704,17112,2020
21,22,"LA","Louisiana",315,616,18890,2020
21,28,"MS","Mississippi",303,641,16195,2020
21,27,"MN","Minnesota",297,571,15678,2020
21,32,"NV","Nevada",295,516,16428,2020
21,5,"AR","Arkansas",283,582,16262,2020
21,34,"NJ","New Jersey",259,472,14203,2020
21,20,"KS","Kansas",252,550,14564,2020
21,19,"IA","Iowa",217,429,11211,2020
21,25,"MA","Massachusetts",217,403,14114,2020
21,41,"OR","Oregon",212,359,9679,2020
21,49,"UT","Utah",208,545,19564,2020
21,15,"HI","Hawaii",178,440,9292,2020
21,35,"NM","New Mexico",170,328,11616,2020
21,2,"AK","Alaska",123,265,6410,2020
21,9,"CT","Connecticut",120,186,7501,2020
21,31,"NE","Nebraska",109,207,5615,2020
21,30,"MT","Montana",101,182,6212,2020
21,16,"ID","Idaho",97,205,5857,2020
21,11,"DC","District Of Columbia",97,125,5702,2020
21,23,"ME","Maine",91,214,4117,2020
21,46,"SD","South Dakota",76,148,5295,2020
21,38,"ND","North Dakota",75,160,4266,2020
21,33,"NH","New Hampshire",72,125,4997,2020
21,56,"WY","Wyoming",69,138,3545,2020
21,10,"DE","Delaware",55,109,3103,2020
21,44,"RI","Rhode Island",44,90,3063,2020
21,50,"VT","Vermont",36,73,1868,2020
22,96,"LA","LA Total Migration-US and Foreign",46303,91429,2697296,2020
22,97,"LA","LA Total Migration-US",45868,90549,2674215,2020
22,98,"LA","LA Total Migration-Foreign",435,880,23081,2020
22,97,"LA","LA Total Migration-Same State",67052,136631,3271720,2020
22,22,"LA","LA Non-migrants",1505688,3275403,104051009,2020
22,48,"TX","Texas",14911,30433,827789,2020
22,28,"MS","Mississippi",3545,7399,197338,2020
22,12,"FL","Florida",3329,6452,261360,2020
22,6,"CA","California",2145,3718,123785,2020
22,13,"GA","Georgia",2077,4170,103110,2020
22,47,"TN","Tennessee",1381,2703,86009,2020
22,5,"AR","Arkansas",1354,2763,68750,2020
22,1,"AL","Alabama",1346,2700,84901,2020
22,8,"CO","Colorado",1340,2412,70348,2020
22,37,"NC","North Carolina",1202,2309,80523,2020
22,51,"VA","Virginia",1023,2015,67876,2020
22,36,"NY","New York",811,1317,52384,2020
22,40,"OK","Oklahoma",704,1506,35568,2020
22,53,"WA","Washington",704,1299,37729,2020
22,17,"IL","Illinois",701,1179,33985,2020
22,29,"MO","Missouri",645,1366,36447,2020
22,4,"AZ","Arizona",636,1213,38273,2020
22,39,"OH","Ohio",590,1143,33048,2020
22,42,"PA","Pennsylvania",572,995,34073,2020
22,45,"SC","South Carolina",561,1089,36004,2020
22,24,"MD","Maryland",490,903,31028,2020
22,26,"MI","Michigan",478,946,21267,2020
22,57,"FR","Foreign",435,880,23081,2020
22,32,"NV","Nevada",404,770,20946,2020
22,21,"KY","Kentucky",388,880,23661,2020
22,18,"IN","Indiana",388,782,20017,2020
22,25,"MA","Massachusetts",329,512,21488,2020
22,41,"OR","Oregon",319,550,15163,2020
22,20,"KS","Kansas",317,677,15159,2020
22,34,"NJ","New Jersey",280,555,20988,2020
22,35,"NM","New Mexico",271,553,17714,2020
22,27,"MN","Minnesota",259,449,12299,2020
22,55,"WI","Wisconsin",247,479,12149,2020
22,49,"UT","Utah",231,499,14611,2020
22,19,"IA","Iowa",191,396,9541,2020
22,11,"DC","District Of Columbia",169,250,10299,2020
22,2,"AK","Alaska",161,378,8373,2020
22,15,"HI","Hawaii",158,321,8287,2020
22,31,"NE","Nebraska",151,310,7430,2020
22,9,"CT","Connecticut",137,242,7072,2020
22,38,"ND","North Dakota",132,285,7401,2020
22,54,"WV","West Virginia",110,254,8371,2020
22,16,"ID","Idaho",109,252,9722,2020
22,30,"MT","Montana",104,215,13677,2020
22,23,"ME","Maine",102,194,7620,2020
22,56,"WY","Wyoming",89,180,5112,2020
22,46,"SD","South Dakota",82,176,3734,2020
22,33,"NH","New Hampshire",63,112,3881,2020
22,10,"DE","Delaware",47,91,3003,2020
22,44,"RI","Rhode Island",45,87,2915,2020
22,50,"VT","Vermont",40,70,1984,2020
23,96,"ME","ME Total Migration-US and Foreign",14367,24011,947682,2020
23,97,"ME","ME Total Migration-US",14304,23878,944267,2020
23,98,"ME","ME Total Migration-Foreign",63,133,3415,2020
23,97,"ME","ME Total Migration-Same State",18682,31349,920141,2020
23,23,"ME","ME Non-migrants",525828,1033403,37600978,2020
23,12,"FL","Florida",2220,3811,200214,2020
23,33,"NH","New Hampshire",1899,3098,125451,2020
23,25,"MA","Massachusetts",1582,2256,102248,2020
23,36,"NY","New York",657,987,41028,2020
23,37,"NC","North Carolina",564,997,35351,2020
23,6,"CA","California",559,806,33287,2020
23,48,"TX","Texas",518,924,31521,2020
23,51,"VA","Virginia",469,881,29828,2020
23,9,"CT","Connecticut",425,645,28121,2020
23,42,"PA","Pennsylvania",363,597,21838,2020
23,4,"AZ","Arizona",340,597,20122,2020
23,8,"CO","Colorado",338,479,25891,2020
23,45,"SC","South Carolina",321,567,24651,2020
23,50,"VT","Vermont",283,442,15873,2020
23,47,"TN","Tennessee",250,468,13096,2020
23,39,"OH","Ohio",244,422,11754,2020
23,13,"GA","Georgia",241,476,14359,2020
23,53,"WA","Washington",237,422,15179,2020
23,24,"MD","Maryland",208,393,12928,2020
23,44,"RI","Rhode Island",188,297,12016,2020
23,34,"NJ","New Jersey",175,277,9301,2020
23,26,"MI","Michigan",168,276,8432,2020
23,27,"MN","Minnesota",162,412,6664,2020
23,41,"OR","Oregon",147,204,8702,2020
23,17,"IL","Illinois",137,205,7046,2020
23,21,"KY","Kentucky",123,282,5662,2020
23,18,"IN","Indiana",103,165,5111,2020
23,29,"MO","Missouri",99,171,4653,2020
23,49,"UT","Utah",94,171,5562,2020
23,1,"AL","Alabama",89,160,4292,2020
23,32,"NV","Nevada",84,120,3775,2020
23,35,"NM","New Mexico",80,168,5162,2020
23,55,"WI","Wisconsin",79,129,4114,2020
23,2,"AK","Alaska",78,159,3615,2020
23,40,"OK","Oklahoma",74,143,2989,2020
23,15,"HI","Hawaii",73,140,3553,2020
23,30,"MT","Montana",68,118,4237,2020
23,22,"LA","Louisiana",68,111,4635,2020
23,57,"FR","Foreign",63,133,3415,2020
23,16,"ID","Idaho",57,108,7980,2020
23,20,"KS","Kansas",52,94,3734,2020
23,19,"IA","Iowa",52,92,2363,2020
23,10,"DE","Delaware",51,84,2921,2020
23,11,"DC","District Of Columbia",46,54,2762,2020
23,54,"WV","West Virginia",46,95,2104,2020
23,5,"AR","Arkansas",41,92,1719,2020
23,56,"WY","Wyoming",35,66,2017,2020
23,28,"MS","Mississippi",31,63,2361,2020
