"Year","State","Avg.Unhealthy.Days","Avg.Max.AQI","Avg.Days.PM2.5"
2019,"Montana",0.105263157894737,94.6315789473684,179.736842105263
2019,"Nebraska",0,68.2222222222222,107.555555555556
2019,"Nevada",0,93,64.4444444444444
2019,"New Hampshire",0,75.7142857142857,47
2019,"New Jersey",0,114.5,106.875
2019,"New Mexico",0.3125,149.6875,66.5625
2019,"New York",0,85.2413793103448,85.4827586206897
2019,"North Carolina",0,84.0833333333333,97.1111111111111
2019,"North Dakota",0.1,88,61.6
2019,"Ohio",0,92.575,104.75
2019,"Oklahoma",0.0454545454545455,94.4545454545455,87.2272727272727
2019,"Oregon",0.291666666666667,106.25,293.166666666667
2019,"Pennsylvania",0.175,102.15,104.225
2019,"Puerto Rico",0.1,90.2,124.7
2019,"Rhode Island",0,103,132.333333333333
2019,"South Carolina",0,81.1666666666667,144.5
2019,"South Dakota",0,89.5,103
2019,"Tennessee",0,85,180.130434782609
2019,"Texas",0.219512195121951,115.512195121951,123.878048780488
2019,"Utah",0.533333333333333,114.333333333333,42.0666666666667
2019,"Vermont",0,75.5,91.25
2019,"Virgin Islands",0,78.6666666666667,142
2019,"Virginia",0,73.96875,54.75
2019,"Washington",0,85.3870967741936,296.258064516129
2019,"West Virginia",0,80.5714285714286,61.3571428571429
2019,"Wisconsin",0,99.2962962962963,99.3703703703704
2019,"Wyoming",0.166666666666667,98,6.61111111111111
2020,"Alabama",0,85.0666666666667,141.466666666667
2020,"Alaska",2.22222222222222,77,166.222222222222
2020,"Arizona",5.84615384615385,238.307692307692,35.8461538461538
2020,"Arkansas",0,95.6363636363636,103
2020,"California",14.2075471698113,287.132075471698,141.641509433962
2020,"Colorado",0.607142857142857,118.321428571429,40.5714285714286
2020,"Connecticut",0.5,124.75,82.125
2020,"Country Of Mexico",10,138.5,46
2020,"Delaware",0,90.6666666666667,100
2020,"District Of Columbia",1,166,105
2020,"Florida",0.153846153846154,100,129.487179487179
2020,"Georgia",0,95.2068965517241,164.827586206897
2020,"Hawaii",0,58.75,262.25
2020,"Idaho",3.4,209.4,286.7
2020,"Illinois",0.347826086956522,118.391304347826,134.869565217391
2020,"Indiana",0.147058823529412,103.882352941176,105.5
2020,"Iowa",0.1875,97.875,167.5625
2020,"Kansas",0.181818181818182,109.636363636364,100.272727272727
2020,"Kentucky",0,86.5,83.3461538461538
2020,"Louisiana",0,100.045454545455,106.954545454545
2020,"Maine",0.1,87.8,65.4
2020,"Maryland",0,88.1875,76.6875
2020,"Massachusetts",0,95.4615384615385,106.230769230769
2020,"Michigan",0.259259259259259,126.296296296296,77.037037037037
2020,"Minnesota",0.0952380952380952,94.3809523809524,176.52380952381
2020,"Mississippi",0,82.4,175.1
2020,"Missouri",0.0952380952380952,103.666666666667,89.1904761904762
2020,"Montana",2.26315789473684,149.684210526316,175
2020,"Nebraska",0.111111111111111,98.2222222222222,152.777777777778
2020,"Nevada",4.11111111111111,202.555555555556,78.7777777777778
2020,"New Hampshire",0,75.7142857142857,61
2020,"New Jersey",0,97.875,109.0625
2020,"New Mexico",0.25,128.75,70.1875
2020,"New York",0.0740740740740741,91.4074074074074,94.2592592592593
2020,"North Carolina",0,79.0555555555556,107.833333333333
2020,"North Dakota",0,69.1111111111111,64.8888888888889
2020,"Ohio",0.075,101.025,97.075
2020,"Oklahoma",0.111111111111111,110.888888888889,119.555555555556
2020,"Oregon",3.95652173913043,430.347826086957,304.391304347826
2020,"Pennsylvania",0.025,98.275,121.5
2020,"Puerto Rico",0.727272727272727,131.909090909091,57.5454545454545
2020,"Rhode Island",0.333333333333333,133,158.333333333333
2020,"South Carolina",0,89.7142857142857,130.071428571429
2020,"South Dakota",0,95.4,104.7
2020,"Tennessee",0.0869565217391304,94.6521739130435,183.130434782609
2020,"Texas",0.511111111111111,122.044444444444,132.088888888889
2020,"Utah",0.533333333333333,125.8,61.1333333333333
2020,"Vermont",0,73.75,92.75
2020,"Virgin Islands",0,78.6666666666667,81.6666666666667
2020,"Virginia",0,63.6451612903226,64.0322580645161
2020,"Washington",3.54838709677419,340.096774193548,291.903225806452
2020,"West Virginia",0,80.3571428571429,62.2857142857143
2020,"Wisconsin",0.222222222222222,120.481481481481,104.222222222222
2020,"Wyoming",0.833333333333333,193.833333333333,16.1111111111111
